Áreas,Comarcas,Defensorias,Datas de Cadastro,Processos,Ações,Defensores
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-24 12:43:29.244807-03:00,0804320-70.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-26 11:57:17.439285-03:00,0805126-08.2026.8.14.0006,DIVÓRCIO CONSENSUAL (12372),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-26 12:00:06.590084-03:00,0805127-90.2026.8.14.0006,DIVÓRCIO CONSENSUAL (12372),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-16 11:18:08.450318-03:00,0806497-07.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-17 09:49:52.198402-03:00,0806477-16.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-18 12:48:18.750526-03:00,0806478-98.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-20 09:33:21.735328-03:00,0806485-90.2026.8.14.0006,INTERDIÇÃO/CURATELA (58),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-24 09:40:12.312427-03:00,0806753-47.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-24 10:48:35.026306-03:00,0806754-32.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-27 10:42:20.220122-03:00,0807237-62.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-27 10:55:26.814746-03:00,0807846-45.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-29 15:34:02.300294-03:00,0807198-65.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-29 15:54:52.921867-03:00,0807199-50.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-29 16:58:48.623803-03:00,0807203-87.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-01 09:17:19.541771-03:00,0807457-60.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-01 10:47:52.220218-03:00,0807550-23.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-01 12:06:33.371138-03:00,0807499-12.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-06 13:38:49.548433-03:00,0807773-73.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-08 10:06:01.174991-03:00,0808090-71.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-09 12:14:23.204246-03:00,0808185-04.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-09 12:16:50.435781-03:00,0808184-19.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-13 10:33:57.500839-03:00,0808296-85.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-16 11:46:22.279010-03:00,0809545-71.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-23 11:50:57.491645-03:00,0809548-26.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-27 10:29:41.911337-03:00,0809595-97.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-27 10:33:55.440183-03:00,0809557-85.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-27 11:16:42.625102-03:00,0809555-18.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-04-29 09:55:00.253949-03:00,0810206-50.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-04 10:58:14.365429-03:00,0810516-56.2026.8.14.0006,OUTROS PROCEDIMENTOS DE JURISDIÇÃO VOLUNTÁRIA (1294),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-04 14:02:17.139078-03:00,0810566-82.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-06 10:17:53.010699-03:00,0810607-49.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-07 11:02:40.399680-03:00,0810556-38.2026.8.14.0006,DIVÓRCIO CONSENSUAL (12372),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-07 12:07:16.928210-03:00,0810569-37.2026.8.14.0006,HOMOLOGAÇÃO DA TRANSAÇÃO EXTRAJUDICIAL (12374),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-07 12:17:52.166220-03:00,0810573-74.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-08 10:58:05.404919-03:00,0810713-11.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-05-08 11:16:50.365093-03:00,0810715-78.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-06-19 11:56:26.276319-03:00,0814624-31.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-06-23 12:35:11.400668-03:00,0814818-31.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-06-24 14:29:10.607014-03:00,0815110-16.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA DE OBRIGAÇÃO DE PRESTAR ALIMENTOS,SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-06-24 15:32:15.665435-03:00,0814821-83.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-06-25 11:39:35.618432-03:00,0814844-29.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA DE OBRIGAÇÃO DE PRESTAR ALIMENTOS,SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-06-30 11:41:20.502124-03:00,0815225-37.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-01 12:44:00.785555-03:00,0815370-93.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-09 12:34:02.265554-03:00,0816298-44.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-09 13:07:20.154578-03:00,0816299-29.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-15 09:24:59.061278-03:00,0816678-67.2026.8.14.0006,HOMOLOGAÇÃO DA TRANSAÇÃO EXTRAJUDICIAL (12374),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-16 09:43:03.157303-03:00,0816584-22.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-20 19:01:09.857456-03:00,0816905-57.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-20 19:33:23.301651-03:00,0816906-42.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-21 09:21:26.996430-03:00,0816924-63.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-22 11:46:09.853057-03:00,0817130-77.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-28 11:13:32.648093-03:00,0817518-77.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-28 11:54:41.627092-03:00,0817520-47.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-28 13:05:02.001835-03:00,0817521-32.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-07-30 09:08:22.048216-03:00,0817656-44.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-04 13:18:21.976575-03:00,0818211-61.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-05 12:03:43.443574-03:00,0818302-54.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-06 13:04:51.146749-03:00,0818363-12.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-06 14:26:33.282459-03:00,0818362-27.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-07 09:48:50.605988-03:00,0818416-90.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-07 10:49:40.324129-03:00,0818415-08.2026.8.14.0006,GUARDA DE FAMÍLIA,SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-07 10:57:33.106525-03:00,0818424-67.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-07 12:18:05.646714-03:00,0818420-30.2026.8.14.0006,GUARDA DE FAMÍLIA,SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-07 12:22:41.243002-03:00,0818419-45.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-07 13:05:40.623902-03:00,0818432-44.2026.8.14.0006,OUTROS PROCEDIMENTOS DE JURISDIÇÃO VOLUNTÁRIA (1294),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-13 12:37:19.069444-03:00,0818979-84.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),BIANCA DUARTE BRANCO CARIBE
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-20 12:27:11.232225-03:00,0820966-58.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-21 12:35:18.544205-03:00,0820961-36.2026.8.14.0006,ALIMENTOS - LEI ESPECIAL Nº 5.478/68 (69),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-25 12:42:49.994866-03:00,0820962-21.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-08-28 11:37:03.087876-03:00,0820964-88.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-03 09:23:46.636602-03:00,0821578-93.2026.8.14.0006,HOMOLOGAÇÃO DA TRANSAÇÃO EXTRAJUDICIAL (12374),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-03 12:53:59.255712-03:00,0821579-78.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-08 14:04:18.284318-03:00,0821582-33.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-09 11:25:17.468105-03:00,0821618-75.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-09 12:43:26.283282-03:00,0821635-14.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-10 09:03:04.397308-03:00,0821713-08.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-10 12:44:14.052237-03:00,0821927-96.2026.8.14.0006,GUARDA DE FAMÍLIA,SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-11 12:48:15.501424-03:00,0822367-92.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-11 18:36:06.738380-03:00,0821928-81.2026.8.14.0006,DIVÓRCIO LITIGIOSO (12541),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,4ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-09-15 11:39:27.716104-03:00,0822279-54.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),SERGIO SALES PEREIRA LIMA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-14 11:34:26.912459-03:00,0800822-63.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),RODRIGO VICENTE MAIA MENDES
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-14 11:45:33.655969-03:00,0801139-61.2026.8.14.0006,RETIFICAÇÃO OU SUPRIMENTO OU RESTAURAÇÃO DE REGISTRO CIVIL (1682),RODRIGO VICENTE MAIA MENDES
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-19 10:23:23.818873-03:00,0801025-25.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-20 10:09:35.056803-03:00,0803870-18.2026.8.14.0301,GUARDA DE INFÂNCIA E JUVENTUDE (1420),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-20 11:18:12.987504-03:00,0801174-21.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-20 11:24:06.542232-03:00,0801177-73.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-21 12:16:45.030469-03:00,0801477-35.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-22 12:47:43.153783-03:00,0801516-32.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-23 10:00:15.400001-03:00,0802651-79.2026.8.14.0006,ALVARÁ JUDICIAL - LEI 6858/80 (74),RODRIGO VICENTE MAIA MENDES
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-23 10:07:29.607593-03:00,0801514-62.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-23 10:34:38.827978-03:00,0801499-93.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-26 11:57:17.827285-03:00,0801693-93.2026.8.14.0006,RETIFICAÇÃO OU SUPRIMENTO OU RESTAURAÇÃO DE REGISTRO CIVIL (1682),RODRIGO VICENTE MAIA MENDES
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-27 09:08:39.220240-03:00,0801949-36.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-29 10:55:43.004114-03:00,0805305-39.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-01-29 12:14:54.597521-03:00,0802068-94.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-01 12:58:36.719100-03:00,0802367-71.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-03 09:37:07.401624-03:00,0802515-82.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-03 10:31:25.990857-03:00,0802513-15.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-05 11:06:11.315894-03:00,0802724-51.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-11 13:14:55.635320-03:00,0803223-35.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-25 10:49:16.886030-03:00,0804414-18.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-02-25 10:59:31.514974-03:00,0804818-69.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-03 10:23:18.884798-03:00,0804796-11.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-03 11:37:41.337755-03:00,0805311-46.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-03 12:25:07.020081-03:00,0804877-57.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-05 10:21:19.435551-03:00,0805001-40.2026.8.14.0006,PROCEDIMENTO COMUM CÍVEL (7),ROBERTA OLIVEIRA MOREIRA
CÍVEL,ANANINDEUA,5ª DEFENSORIA PUBLICA CIVEL DE ANANINDEUA,2026-03-05 11:49:22.716295-03:00,0806835-78.2026.8.14.0006,CUMPRIMENTO DE SENTENÇA (156),ROBERTA OLIVEIRA MOREIRA
