Áreas,Comarcas,Defensorias,Datas de Cadastro,Processos,Ações,Defensores
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-02-09 12:29:04.560258-03:00,0818676-58.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-02-09 21:38:32.744709-03:00,0819084-49.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-02-22 19:35:50.113312-03:00,0822737-59.2026.8.14.0301,INVENTÁRIO (39),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-02-25 14:14:19.780473-03:00,0823911-06.2026.8.14.0301,INVENTÁRIO (39),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-03-24 21:43:31.318105-03:00,0832676-63.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-03-24 22:11:19.962600-03:00,0832682-70.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-03-31 16:06:29.680826-03:00,0834831-39.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-05-18 21:06:50.582337-03:00,0852511-37.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-01 23:10:29.845674-03:00,0857299-94.2026.8.14.0301,INVENTÁRIO (39),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-01 23:23:18.368728-03:00,0857302-49.2026.8.14.0301,INVENTÁRIO (39),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-02 21:39:17.640902-03:00,0857767-58.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-12 11:54:18.684896-03:00,0860397-87.2026.8.14.0301,ALVARÁ JUDICIAL - LEI 6858/80 (74),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-12 13:14:39.928780-03:00,0860437-69.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-16 18:57:14.108955-03:00,0861523-75.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-29 19:06:17.732656-03:00,0865374-25.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-06-30 15:17:26.533460-03:00,0865713-81.2026.8.14.0301,INVENTÁRIO (39),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-07-02 01:24:39.844552-03:00,0866343-40.2026.8.14.0301,ARROLAMENTO COMUM (30),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-08-12 15:38:49.143682-03:00,0878022-37.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-08-25 20:36:42.588365-03:00,0882559-76.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,5ª DEFENSORIA PÚBLICA CÍVEL,2026-08-26 08:25:02.258659-03:00,0882629-93.2026.8.14.0301,INVENTÁRIO (39),CELIA SYMONNE FILOCREAO GONCALVES
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-15 13:36:58.108064-03:00,0802763-36.2026.8.14.0301,RETIFICAÇÃO DE REGISTRO DE IMÓVEL (1683),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-17 10:49:39.496154-03:00,0803348-88.2026.8.14.0301,PROCEDIMENTO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA,EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-17 11:30:15.682039-03:00,0803337-59.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-17 13:54:29.590281-03:00,0803349-73.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-17 13:58:54.427277-03:00,0803350-58.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-18 09:23:25.605929-03:00,0803373-04.2026.8.14.0301,PROCEDIMENTO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA,EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-18 14:49:16.158855-03:00,0803377-41.2026.8.14.0301,PROCEDIMENTO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA,EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-01-23 13:06:34.204063-03:00,0807577-91.2026.8.14.0301,INVENTÁRIO (39),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-02-02 12:16:48.065090-03:00,0808369-45.2026.8.14.0301,INVENTÁRIO (39),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-02-03 14:34:14.046912-03:00,0815191-50.2026.8.14.0301,INVENTÁRIO (39),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-03-03 01:06:34.407881-03:00,0825584-34.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-03-03 02:22:54.327108-03:00,0825586-04.2026.8.14.0301,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-03-31 20:25:24.996871-03:00,0834936-16.2026.8.14.0301,EMBARGOS À EXECUÇÃO (172),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-04-01 15:21:23.203183-03:00,0836467-40.2026.8.14.0301,ARROLAMENTO COMUM (30),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-04-30 16:58:14.034843-03:00,0847529-77.2026.8.14.0301,ALVARÁ JUDICIAL - LEI 6858/80 (74),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-05-20 16:40:13.721594-03:00,0853428-56.2026.8.14.0301,INVENTÁRIO (39),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-05-29 15:21:31.432538-03:00,0856691-96.2026.8.14.0301,ALVARÁ JUDICIAL - LEI 6858/80 (74),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-06-16 03:13:36.892729-03:00,0861161-73.2026.8.14.0301,INTERDIÇÃO/CURATELA (58),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-07-09 10:23:52.930279-03:00,0868454-94.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-07-09 15:04:07.323940-03:00,0868637-65.2026.8.14.0301,ARROLAMENTO SUMÁRIO (31),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-07-13 16:37:03.622502-03:00,0870561-14.2026.8.14.0301,EMBARGOS À EXECUÇÃO (172),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-07-14 13:15:39.766664-03:00,0870158-45.2026.8.14.0301,INTERDIÇÃO/CURATELA (58),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,6ª DEFENSORIA PÚBLICA CÍVEL,2026-08-19 09:21:02.079059-03:00,0880090-57.2026.8.14.0301,ARROLAMENTO COMUM (30),EMILGRIETTY SANTOS LISBOA
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-21 11:51:55.176409-03:00,0804374-24.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-21 13:16:53.795305-03:00,0804416-73.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-21 14:31:22.934302-03:00,0804465-17.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-22 10:09:09.400750-03:00,0804672-16.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-22 10:44:50.769439-03:00,0804698-14.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-22 13:30:25.185237-03:00,0804822-94.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-23 13:25:11.447477-03:00,0805260-23.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-01-24 10:54:24.735382-03:00,0805444-76.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-03-25 10:06:18.056615-03:00,0832745-95.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-03-25 10:52:55.319728-03:00,0832766-71.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-03-25 11:43:09.256832-03:00,0832795-24.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-04-24 17:39:32.849513-03:00,0845403-54.2026.8.14.0301,EMBARGOS À EXECUÇÃO (172),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-06-17 09:50:49.173450-03:00,0861640-66.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 11:27:35.681201-03:00,0862949-25.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 12:07:11.344065-03:00,0862977-90.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-06-23 12:28:30.932760-03:00,0863873-36.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-06-25 11:33:37.439036-03:00,0864268-28.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-07-04 12:18:02.427545-03:00,0867657-21.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-07-06 12:18:44.079531-03:00,0867662-43.2026.8.14.0301,AÇÃO DE EXIGIR CONTAS (45),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-07-07 11:15:32.148543-03:00,0867728-23.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-07-14 12:03:28.589957-03:00,0871522-52.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-07-31 09:37:07.919673-03:00,0874547-73.2026.8.14.0301,EMBARGOS À EXECUÇÃO (172),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-04 10:15:52.864369-03:00,0875316-81.2026.8.14.0301,EMBARGOS À EXECUÇÃO (172),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-07 11:14:33.974885-03:00,0876547-46.2026.8.14.0301,DESPEJO POR FALTA DE PAGAMENTO (93),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-07 11:29:44.963813-03:00,0876562-15.2026.8.14.0301,OUTROS PROCEDIMENTOS DE JURISDIÇÃO VOLUNTÁRIA (1294),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-12 09:55:48.306747-03:00,0877783-33.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-12 11:03:31.402594-03:00,0877855-20.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-13 11:19:03.882103-03:00,0879203-73.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-19 10:00:46.341592-03:00,0880113-03.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-19 12:53:16.431360-03:00,0880295-86.2026.8.14.0301,USUCAPIÃO (49),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-19 13:22:28.353030-03:00,0880306-18.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-19 13:51:26.152527-03:00,0880320-02.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-20 09:48:59.459926-03:00,0880637-97.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-20 10:30:39.525654-03:00,0880694-18.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-24 12:20:54.565716-03:00,0881781-09.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-26 11:05:22.690454-03:00,0882719-04.2026.8.14.0301,DESPEJO POR FALTA DE PAGAMENTO (93),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-26 11:55:45.676223-03:00,0882769-30.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-26 12:25:15.913609-03:00,0882810-94.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,7ª DEFENSORIA PÚBLICA CÍVEL,2026-08-26 13:12:40.457608-03:00,0882842-02.2026.8.14.0301,INVENTÁRIO (39),ADRIANA MARTINS JORGE JOAO
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-03-03 12:09:20.365509-03:00,0825694-33.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-03-17 10:53:06.310336-03:00,0830175-39.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-03-23 13:47:07.220220-03:00,0832074-72.2026.8.14.0301,CUMPRIMENTO DE SENTENÇA (156),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-03-24 11:56:29.837143-03:00,0832430-67.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-03-24 12:39:40.521293-03:00,0845720-52.2026.8.14.0301,ALVARÁ JUDICIAL - LEI 6858/80 (74),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-03-27 10:01:44.005253-03:00,0833496-82.2026.8.14.0301,INVENTÁRIO (39),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-03-27 11:08:47.655544-03:00,0833549-63.2026.8.14.0301,INVENTÁRIO (39),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-04-07 15:45:36.493744-03:00,0839226-74.2026.8.14.0301,INTERDITO PROIBITÓRIO (1709),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-04-15 11:50:18.091699-03:00,0842176-56.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-04-29 11:16:08.491544-03:00,0846803-06.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-04-29 13:45:57.193478-03:00,0846925-19.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-04-29 14:00:34.495557-03:00,0846940-85.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-04-30 12:06:05.916932-03:00,0847819-92.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-05-06 16:25:56.400392-03:00,0848768-19.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-05-06 21:09:22.349205-03:00,0848851-35.2026.8.14.0301,MONITÓRIA (40),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-05-06 21:47:26.589138-03:00,0848855-72.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-05-08 11:20:30.947809-03:00,0849410-89.2026.8.14.0301,ARROLAMENTO SUMÁRIO (31),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-05-08 12:15:12.172276-03:00,0849445-49.2026.8.14.0301,ARROLAMENTO SUMÁRIO (31),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-05-11 11:42:37.913407-03:00,0852958-25.2026.8.14.0301,ARROLAMENTO SUMÁRIO (31),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-05-19 10:45:00.737694-03:00,0852928-87.2026.8.14.0301,ARROLAMENTO SUMÁRIO (31),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-17 10:34:30.168711-03:00,0861658-87.2026.8.14.0301,RETIFICAÇÃO OU SUPRIMENTO OU RESTAURAÇÃO DE REGISTRO CIVIL (1682),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 10:24:47.268754-03:00,0862907-73.2026.8.14.0301,DESPEJO POR FALTA DE PAGAMENTO CUMULADO COM COBRANÇA (94),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 14:29:02.464567-03:00,0863055-84.2026.8.14.0301,ARROLAMENTO SUMÁRIO (31),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 15:25:44.052915-03:00,0863088-74.2026.8.14.0301,ARROLAMENTO COMUM (30),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 17:26:54.117620-03:00,0863166-68.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 17:51:34.350073-03:00,0863181-37.2026.8.14.0301,ALVARÁ JUDICIAL - LEI 6858/80 (74),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-22 18:22:40.196491-03:00,0866527-93.2026.8.14.0301,ALVARÁ JUDICIAL - LEI 6858/80 (74),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-06-24 09:23:56.000341-03:00,0863786-80.2026.8.14.0301,ARROLAMENTO SUMÁRIO (31),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-07-02 11:17:27.100827-03:00,0866430-93.2026.8.14.0301,ALVARÁ JUDICIAL - LEI 6858/80 (74),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-07-06 17:58:53.931207-03:00,0867584-49.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-07-14 09:47:20.075705-03:00,0871348-43.2026.8.14.0301,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-07-14 10:54:04.764737-03:00,0869686-44.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-07-14 11:39:13.603166-03:00,0869731-48.2026.8.14.0301,INVENTÁRIO (39),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-07-14 13:17:15.489268-03:00,0869806-87.2026.8.14.0301,REINTEGRAÇÃO / MANUTENÇÃO DE POSSE (1707),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-07-31 19:45:14.462348-03:00,0874810-08.2026.8.14.0301,EMBARGOS À EXECUÇÃO (172),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-08-03 14:08:20.200521-03:00,0875112-37.2026.8.14.0301,PROCEDIMENTO COMUM CÍVEL (7),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-08-17 11:12:28.237606-03:00,0879181-15.2026.8.14.0301,EMBARGOS À EXECUÇÃO (172),JENIFFER DE BARROS RODRIGUES
CÍVEL,BELÉM,8ª DEFENSORIA PÚBLICA CÍVEL,2026-08-21 13:25:43.589139-03:00,0881324-74.2026.8.14.0301,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,JENIFFER DE BARROS RODRIGUES
